direction,relation,relex_relcos,sentence,term1,term2
YCLOPHOSPHAMIDE W treats PROLIFERATIVE SLE NEPHRITIS T,treats,1.0,"Evidence:  In a randomized controlled trial, monthly intravenous cYCLOPHOSPHAMIDE Was more effective for treatment of PROLIFERATIVE SLE NEPHRITIS Than monthly intravenous glucocorticoid therapy; combination therapy may be superior ( 52.",PROLIFERATIVE SLE NEPHRITIS T,YCLOPHOSPHAMIDE W
INSULIN GLARGINE treats TYPE 1 DIABETES,treats,1.0,"Hamann A, Matthaei S, Rosak C et al. A randomized clinical trial comparing breakfast, dinner, or bedtime administration of INSULIN GLARGINE in patients with TYPE 1 DIABETES",TYPE 1 DIABETES,INSULIN GLARGINE
900 MG OF IBUPROFEN treats PAIN RELATED TO OSTEOARTHROSIS,treats,0.9918365981341752,Indoprofen at the daily dose of 600 mg was comparable in efficacy with 900 MG OF IBUPROFEN in the relief of PAIN RELATED TO OSTEOARTHROSIS.,PAIN RELATED TO OSTEOARTHROSIS,900 MG OF IBUPROFEN
[MSM] treats [MELASMA],treats,0.994134846772434,[MSM] for [MELASMA]   Megadoses of sulphur helps some sufferers.,[MELASMA],[MSM]
no_relation,treats,0.390566732942472,"Nerve injury and reduced sensory input more often cause NEUROPATHIC PAIN than cure it, and augmenting sensory input often lessens NEURALGIA",NEUROPATHIC PAIN,NEURALGIA
DEXAMETHASONE treats DEPRESSION,treats,0.680413817439772,"The aim of the present study was to investigate how DEXAMETHASONE, a synthetic glucocorticoid, and norepinephrine, both of which are involved in DEPRESSION, interact to affect aspects of neuronal plasticity",DEPRESSION,DEXAMETHASONE
AMOXICILLIN treats SOFT TISSUE INFECTIONS,treats,1.0,AMOXICILLIN combined with clavulanic acid for the treatment of SOFT TISSUE INFECTIONS in children.,SOFT TISSUE INFECTIONS,AMOXICILLIN
TRIMETHOPRIM SULFAMETHOXAZOLE treats SYMPTOMATIC URINARY TRACT INFECTIONS,treats,0.997458699830735,"Norrby SR, Rylander M, Sandberg T et al. Coordinated multicenter study of norfloxacin versus TRIMETHOPRIM SULFAMETHOXAZOLE treatment of SYMPTOMATIC URINARY TRACT INFECTIONS",SYMPTOMATIC URINARY TRACT INFECTIONS,TRIMETHOPRIM SULFAMETHOXAZOLE
no_relation,treats,0.3,"Its main usefulness is the treatment of hyperkinetic movement disorders such as Huntington's disease and [TOURETTE SYNDROME], rather than for conditions such as [SCHIZOPHRENIA].",SCHIZOPHRENIA,TOURETTE SYNDROME
[IV AMPHOTERICIN B] treats [CULTURE PROVEN CANDIDEMIA],treats,0.9838699100999068,Voriconazole has proven to be as effective as a regimen of [IV AMPHOTERICIN B] followed by oral fluconazole in patients with [CULTURE PROVEN CANDIDEMIA],[CULTURE PROVEN CANDIDEMIA],[IV AMPHOTERICIN B]
KOJIC ACID treats HYPERPIGMENTATION,treats,0.9878291611,"Treatment of [HYPERPIGMENTATION] may include hydroquinone, [KOJIC ACID], alpha hydroxy acids, azelaic acid, ascorbic acid, tretinoin , topical glucocorticoids, and licorice extract.",HYPERPIGMENTATION,KOJIC ACID
CLOMIPRAMINE treats PANIC DISORDER,treats,0.970494958830946,"Long term evaluation of paroxetine, CLOMIPRAMINE and placebo in PANIC DISORDER",PANIC DISORDER,CLOMIPRAMINE
EYE DROPS treats ALLERGIC CONJUNCTIVITIS,treats,0.9970544855015808,"as [EYE DROPS] , Crolom) for [ALLERGIC CONJUNCTIVITIS].",ALLERGIC CONJUNCTIVITIS,EYE DROPS
LONG ACTING CHLORAMPHENICOL treats MENINGOCOCCAL MENINGITIS,treats,1.0,"1]  Nathan N, Borel T, Djibo A, Evans D, Djibo S, Corty JF, et al. Ceftriaxone as effective as LONG ACTING CHLORAMPHENICOL in short course treatment of MENINGOCOCCAL MENINGITIS during epidemics: a randomised non inferiority study.",MENINGOCOCCAL MENINGITIS,LONG ACTING CHLORAMPHENICOL
ACEBUTOLOL treats HYPERTENSION,treats,0.9918365981341752,ACEBUTOLOL in the treatment of patients with HYPERTENSION and renal functional impairment.,HYPERTENSION,ACEBUTOLOL
[INTERFERON] treats [MULTIPLE SCLEROSIS],treats,0.987878339907213,Participants were nine patients with [MULTIPLE SCLEROSIS] not controlled with [INTERFERON],[MULTIPLE SCLEROSIS],[INTERFERON]
ACETAMINOPHEN treats PAIN,treats,0.9901475429766742,"She is given a prescription for ACETAMINOPHEN with codeine to take as needed for PAIN the week before surgery, and she is instructed to take her atenolol the morning of surgery with a sip of water.",PAIN,ACETAMINOPHEN
BERBERINE treats DIABETES MELLITUS,treats,1.0,[BERBERINE] has been tested and used successfully in experimental and human [DIABETES MELLITUS].,DIABETES MELLITUS,BERBERINE
IV AMPHOTERICIN B treats SYMPTOMATIC CYSTITIS,treats,0.938314863256837,"425   When fluconazole resistant  Candida  (e.g.,  C. glabrata ,  C. krusei ) are likely, IV AMPHOTERICIN B or oral flucytosine is recommended for SYMPTOMATIC CYSTITIS, IV AMPHOTERICIN B (with or without flucytosine) or oral flucytosine alone is recommended for pyelonephritis, and IV amphotericin B (with or without flucytosine) is recommended for fungus balls.",SYMPTOMATIC CYSTITIS,IV AMPHOTERICIN B
CLINDAMYCIN VS PYRIMETHAMINE treats TOXOPLASMIC ENCEPHALITIS,treats,0.9970544855015808,"Katlama C, De Wit S, O'Doherty E et al. Pyrimethamine CLINDAMYCIN VS PYRIMETHAMINE sulfadiazine as acute and long term therapy for TOXOPLASMIC ENCEPHALITIS in patients with AIDS.",TOXOPLASMIC ENCEPHALITIS,CLINDAMYCIN VS PYRIMETHAMINE
ENCAINIDE treats VENTRICULAR ARRHYTHMIA SUPPRESSION,treats,0.7624928516630229,"Mortality following VENTRICULAR ARRHYTHMIA SUPPRESSION by ENCAINIDE flecainide, and moricizine after myocardial infarction: the original design concept of the Cardiac Arrhythmia Suppression Trial (CAST.",VENTRICULAR ARRHYTHMIA SUPPRESSION,ENCAINIDE
CLOZAPINE treats SCHIZOPHRENIA,treats,0.9901475429766742,"Barrett N, Ormiston S, Molyneux VCLOZAPINE: a new drug for SCHIZOPHRENIA",SCHIZOPHRENIA,CLOZAPINE
METHYLDOPA treats HYPERTENSION,treats,0.99654575824488,Treatment of HYPERTENSION in pregnancy with METHYLDOPA: a randomized double blind study.,HYPERTENSION,METHYLDOPA
[BOTOX INJECTIONS] treats [TARDIVE DYSKINESIA],treats,0.441726104299386,[BOTOX INJECTIONS] are used for minor focal dystonia though not of use on for more advanced [TARDIVE DYSKINESIA],[TARDIVE DYSKINESIA],[BOTOX INJECTIONS]
FAMOTIDINE treats BENIGN GASTRIC ULCER,treats,1.0,"FAMOTIDINE once a day in the therapy of acute, BENIGN GASTRIC ULCER: a world wide experience.",BENIGN GASTRIC ULCER,FAMOTIDINE
PIPERONYL BUTOXIDE treats LICE,treats,0.986393923832144,Pronto ®  plus LICE killing mousse shampoo kit (pyrethrins with PIPERONYL BUTOXIDE product information.,LICE,PIPERONYL BUTOXIDE
ERYTHROMYCIN treats PERTUSSIS,treats,1.0,"Bergquist SO, Bernander S, Doahnsjo H et alERYTHROMYCIN in the treatment of PERTUSSIS: a study of bacteriologic and clinical effects.",PERTUSSIS,ERYTHROMYCIN
CEFOTETAN treats INTRA ABDOMINAL SEPSIS,treats,0.99654575824488,CEFOTETAN in the treatment of serious INTRA ABDOMINAL SEPSIS: a controlled clinical trial.,INTRA ABDOMINAL SEPSIS,CEFOTETAN
SODIUM OXYBATE treats CATAPLEXY,treats,0.961074462327142,"• When discontinuing medications other than SODIUM OXYBATE for CATAPLEXY and other REM related symptoms, slowly taper dose over several weeks rather than stopping abruptly.",CATAPLEXY,SODIUM OXYBATE
ORLISTAT treats TYPE 2 DIABETES,treats,0.995893206467704,The incidence of [TYPE 2 DIABETES] in an obese population over four years is decreased with [ORLISTAT] compared to placebo .,TYPE 2 DIABETES,ORLISTAT
CYCLOPHOSPHAMIDE treats MANTLE CELL LYMPHOMA,treats,0.9760921603577252,"Oral combination chemotherapy with Pep-C for [MANTLE CELL LYMPHOMA] : Daily prednisone, etoposide, procarbazine and [CYCLOPHOSPHAMIDE].",MANTLE CELL LYMPHOMA,CYCLOPHOSPHAMIDE
INTRAVENOUS L THYROXINE treats MYXEDEMA,treats,0.9113223768657672,"2]  Ridgway EC, McCammon JA, Benotti J, Maloof F. Acute metabolic responses in MYXEDEMA to large doses of INTRAVENOUS L THYROXINE",MYXEDEMA,INTRAVENOUS L THYROXINE
OMEPRAZOLE treats REFRACTORY REFLUX ESOPHAGITIS,treats,0.995893206467704,"Klinkenberg Knol EC, Festen HPM, Jansen JBMJ et al. Long term treatment with OMEPRAZOLE for REFRACTORY REFLUX ESOPHAGITIS: efficacy and safety.",REFRACTORY REFLUX ESOPHAGITIS,OMEPRAZOLE
TERBINAFINE treats TRICHOPHYTON TINEA CAPITIS,treats,1.0,"Friedlander SF, Aly R, Krafchik B et alTERBINAFINE in the treatment of TRICHOPHYTON TINEA CAPITIS: a randomized, double blind, parallel group, duration finding study.",TRICHOPHYTON TINEA CAPITIS,TERBINAFINE
METHOTREXATE treats ECTOPIC PREGNANCY,treats,0.9615239476408228,1994 10 28  Transvaginal intra amniotic injection of METHOTREXATE in early ECTOPIC PREGNANCY,ECTOPIC PREGNANCY,METHOTREXATE
ERGONOVINE treats VASOSPASTIC ANGINA,treats,0.936585811581694,"To investigate the mechanism of coronary spasm, we compared the action of acetylcholine with that of ERGONOVINE in 11 patients with VASOSPASTIC ANGINA and in 15 patients with chest pain (group 2",VASOSPASTIC ANGINA,ERGONOVINE
ISLET CELL NEOGENESIS treats DIABETES,treats,0.993127066322842,"If islet cell tolerance could be re induced, a major clinical hurdle to curing DIABETES by ISLET CELL NEOGENESIS may be overcome.",ISLET CELL NEOGENESIS,DIABETES
TERBINAFINE treats TINEA CAPITIS,treats,0.995893206467704,"Kullavanijaya P, Reangchainam S, Ungpakorn R. Randomized single-blind study of efficacy and tolerability of TERBINAFINE in the treatment of TINEA CAPITIS",TINEA CAPITIS,TERBINAFINE
HEPARIN treats PULMONARY EMBOLISM,treats,1.0,"Wan S, Quinlan DJ, Agnelli G et al. Thrombolysis compared with HEPARIN for the initial treatment of PULMONARY EMBOLISM",PULMONARY EMBOLISM,HEPARIN
LIPOSOMAL AMPHOTERICIN B treats DRUG RESISTANT VISCERAL LEISHMANIASIS,treats,0.979957887012223,"This report is of the successful treatment of a patient with multiply DRUG RESISTANT VISCERAL LEISHMANIASIS with a commercially prepared formulation of LIPOSOMAL AMPHOTERICIN B (L AmB) ('AmBisome', Vestar, San Dimas, California, USA.",DRUG RESISTANT VISCERAL LEISHMANIASIS,LIPOSOMAL AMPHOTERICIN B
WARFARIN treats SYSTEMIC EMBOLISM MYOCARDIAL INFARCTION,treats,0.8846517369293829,Fixed dose oral ximelagatran vs adjusted dose warfarin in nonvalvular atrial fibrillation requiring long term anticoagulation therapy at mean 20 months +  Outcomes                                 Event rate per     Difference patient y          (95% CI) Ximelagatran       WARFARIN Any stroke (ischemic or hemorrhagic)   1.6%             1.2%         0.45% ( 0.13 to 1.0) ++ or SYSTEMIC EMBOLISM MYOCARDIAL INFARCTION                  1.0%             1.4%          0.4% { 0.9 to 0.2 +++.,SYSTEMIC EMBOLISM MYOCARDIAL INFARCTION,WARFARIN
PILOCARPINE treats XEROSTOMIA,treats,0.9970544855015808,PILOCARPINE may be prescribed to treat XEROSTOMIA,XEROSTOMIA,PILOCARPINE
TAZAROTENE treats PSORIASIS,treats,0.9754262200082652,Acne exacerbation may occur in the early weeks of treatment  Slow onset of clinical improvement; TAZAROTENE gel and cream formulations are available in 0.05% concentration to treat PSORIASIS,PSORIASIS,TAZAROTENE
[ARIPIPRAZOLE] treats [ACUTE BIPOLAR MANIA],treats,0.9901475429766742,"title=A placebo controlled, double blind study of the efficacy and safety of [ARIPIPRAZOLE] in patients with [ACUTE BIPOLAR MANIA]",[ACUTE BIPOLAR MANIA],[ARIPIPRAZOLE]
PAROXETINE treats PANIC DISORDER,treats,1.0,"Oehrberg S, Christiansen PE, Behnke K et alPAROXETINE in the treatment of PANIC DISORDER: a randomised, double blind, placebo controlled study.",PANIC DISORDER,PAROXETINE
AMPHOTERICIN B treats CRYPTOCOCCAL MENINGITIS,treats,0.964763821237732,"Dismukes WE, Cloud G, Gallis HA et al. Treatment of CRYPTOCOCCAL MENINGITIS with combination AMPHOTERICIN B and flucytosine for four as compared with six weeks.",CRYPTOCOCCAL MENINGITIS,AMPHOTERICIN B
WARFARIN treats THROMBOEMBOLIC STROKE,treats,0.8551861104941371,"Both warfarin groups had lower rates for the main composite measure, nonfatal reinfarction, and THROMBOEMBOLIC STROKE than the aspirin alone group (Table); the 2 WARFARIN groups did not differ for these outcomes.",THROMBOEMBOLIC STROKE,WARFARIN
NIZATIDINE treats ACTIVE BENIGN GASTRIC ULCER DISEASE,treats,0.9950371902099888,"Cloud ML, Enas N, Offen WW et alNIZATIDINE versus placebo in ACTIVE BENIGN GASTRIC ULCER DISEASE: an eight week, multicenter, randomized, double blind comparison.",ACTIVE BENIGN GASTRIC ULCER DISEASE,NIZATIDINE
AMPHOTERICIN B treats NEUTROPENIA,treats,0.936329177569045,"1]  Malik IA, Moid I, Aziz Z, Khan S, Suleman M. A randomized comparison of fluconazole with AMPHOTERICIN B as empiric anti fungal agents in cancer patients with prolonged fever and NEUTROPENIA",NEUTROPENIA,AMPHOTERICIN B
AMOXICILLIN treats ACUTE MAXILLARY SINUSITIS,treats,1.0,Multicenter comparison of clarithromycin and AMOXICILLIN in the treatment of ACUTE MAXILLARY SINUSITIS,ACUTE MAXILLARY SINUSITIS,AMOXICILLIN
VORICONAZOLE treats ASPERGILLOSIS,treats,0.9918365981341752,"Treatment  The current treatments include VORICONAZOLE and liposomal amphotericin B. Newer findings suggest use of mild oral steroids for a longer period of time, preferably for 6 9 months in ASPERGILLOSIS in pulmonary segment.",ASPERGILLOSIS,VORICONAZOLE
COLESTIPOL treats SEVERE HETEROZYGOUS FAMILIAL HYPERCHOLESTEROLEMIA,treats,0.99654575824488,Illingworth DR. Mevinolin plus COLESTIPOL in therapy for SEVERE HETEROZYGOUS FAMILIAL HYPERCHOLESTEROLEMIA,SEVERE HETEROZYGOUS FAMILIAL HYPERCHOLESTEROLEMIA,COLESTIPOL
CHLORAMBUCIL treats CHRONIC LYMPHOCYTIC LEUKEMIA,treats,1.0,"1]  Rai KR, Peterson BL, Appelbaum FR, Kolitz J, Elias L, Shepherd L, et al. Fludarabine compared with CHLORAMBUCIL as primary therapy for CHRONIC LYMPHOCYTIC LEUKEMIA",CHRONIC LYMPHOCYTIC LEUKEMIA,CHLORAMBUCIL
WARFARIN treats VTE,treats,1.0,"Low dose unfractionated heparin, low molecular weight heparin, fondaparinux, and WARFARIN have all been shown to be efficacious for VTE prevention in surgical patients.",VTE,WARFARIN
MAINTENANCE CYCLOSPORINE THERAPY treats PSORIASIS,treats,0.995893206467704,"Ellis CN, Fradin MS, Hamilton TA et al. Duration of remission during MAINTENANCE CYCLOSPORINE THERAPY for PSORIASIS: relationship to maintenance dose and degree of improvement during initial therapy.",PSORIASIS,MAINTENANCE CYCLOSPORINE THERAPY
[IBUPROFEN 400MG AND MORPHINE IR] treats [POST SURGERY DENTAL PAIN],treats,0.933256525257383,"A phase II single dose trial of tapentadol 25mg 200mg, [IBUPROFEN 400MG AND MORPHINE IR] 60mg was evaluated in [POST SURGERY DENTAL PAIN]",[POST SURGERY DENTAL PAIN],[IBUPROFEN 400MG AND MORPHINE IR]
OMEPRAZOLE treats HEARTBURN,treats,0.961074462327142,Lansoprazole provided more effective and faster relief for heartburn than did omeprazole in erosive esophagitis  Keywords: Esophagitis HEARTBURN Lansoprazole OMEPRAZOLE  ACP Journal Club.,HEARTBURN,OMEPRAZOLE
VACCINE treats HEPATITIS B,treats,0.9838699100999068,"This approach has been taken with [VACCINE]s for mumps, measles, rubella, and [HEPATITIS B] .",HEPATITIS B,VACCINE
no_relation,treats,0.6868028197,"However, a placebo-controlled trial failed to show benefit with [FLUOXETINE] in 54 patients with [DEPERSONALIZATION DISORDER].",DEPERSONALIZATION DISORDER,FLUOXETINE
no_relation,treats,0.981980506061966,"[INTRA ARTERIAL IODINE 131 LIPIODOL] administration Efficacy demonstrated in unresectable patients, those with portal [VEIN THROMBUS]",[VEIN THROMBUS],[INTRA ARTERIAL IODINE 131 LIPIODOL]
SPIRONOLACTONE treats HEART FAILURE,treats,0.9918365981341752,"138  Aldosterone antagonists   The aldosterone antagonists (i.e., SPIRONOLACTONE and eplerenone) are another relatively old class of drugs with new data to support use in HEART FAILURE",HEART FAILURE,SPIRONOLACTONE
FLUTICASONE PROPIONATE AEROSOL treats MILD TO MODERATE ASTHMA,treats,1.0,FLUTICASONE PROPIONATE AEROSOL for the treatment of adults with MILD TO MODERATE ASTHMA,MILD TO MODERATE ASTHMA,FLUTICASONE PROPIONATE AEROSOL
CHONDROITIN SULFATE treats OSTEOARTHRITIS,treats,0.963086824686154,"In general, CHONDROITIN SULFATE combined with these other agents was found to alleviate symptoms of OSTEOARTHRITIS compared to placebo.",OSTEOARTHRITIS,CHONDROITIN SULFATE
CLOZAPINE treats TREATMENT RESISTANT PSYCHOSIS,treats,1.0,"Small JG, Milstein V, Marhenke JD et al. Treatment outcome with CLOZAPINE in tardive dyskinesia, neuroleptic sensitivity, and TREATMENT RESISTANT PSYCHOSIS",TREATMENT RESISTANT PSYCHOSIS,CLOZAPINE
WARFARIN treats PE,treats,0.995893206467704,"Patients with transient risk factors for DVT (eg, immobilization, surgery) can discontinue warfarin after 3 to 6 mo. Patients with nonmodifiable risk factors (eg, hypercoagulability), spontaneous DVT with no known risk factors, or recurrent DVT and patients who have had PE should take WARFARIN for at least 6 mo and probably for life unless complications occur.",PE,WARFARIN
SUBLINGUAL NIFEDIPINE treats SYSTEMIC HYPERTENSION,treats,0.985329278164293,"Beer N, Gallegos I, Cohen A et al. Efficacy of SUBLINGUAL NIFEDIPINE in the acute treatment of SYSTEMIC HYPERTENSION",SYSTEMIC HYPERTENSION,SUBLINGUAL NIFEDIPINE
no_relation,treats,0.889000889001333,"104 ,   152  Prevention of Avian INFLUENZA A VIRUS INFECTIONS   +  >     Oral  Dosage usually recommended for prophylaxis of seasonal influenza A AND B VIRUS INFECTIONS has been recommended.",INFLUENZA A VIRUS INFECTIONS,A AND B VIRUS INFECTIONS
no_relation,treats,0.640512615220349,A study of 61 patients with MYELODYSPLASTIC SYNDROME and normocellular or HYPERCELLULAR BONE MARROW who received antithymocyte globulin found that 34% became transfusion independent after treatment ( 31.,HYPERCELLULAR BONE MARROW,MYELODYSPLASTIC SYNDROME
DIVALPROEX treats BIPOLAR MANIA,treats,0.99654575824488,"1]  Sachs G, Chengappa KN, Suppes T, Mullen JA, Brecher M, Devine NA, et al. Quetiapine with lithium or DIVALPROEX for the treatment of BIPOLAR MANIA: a randomized, double blind, placebo controlled study.",BIPOLAR MANIA,DIVALPROEX
ASPIRIN treats MI,treats,0.995893206467704,"Clopidogrel decreases MI in patients treated with lytics and ASPIRIN  (4) , an accomplishment also claimed for the early invasive strategy with revascularization of the infarct artery.",MI,ASPIRIN
MIDRIN treats MIGRAINE,treats,0.9965457582,"In combination with paracetamol and isometheptene, it is the active ingredient of medications for [MIGRAINE] and vascular headaches, including Epidrin and [MIDRIN].",MIGRAINE,MIDRIN
